,p_in,T_in,cr,d,far,ratio,v_mean
25,418274.86251457216,946.5362832176208,4.653105430605748,0.1722107597230545,0.016334969311553,1.999995291295096,13.46024019249468
26,869232.1222402949,674.7154691836729,4.561560168340554,0.2941086761259538,0.0070690296137609,1.7124544955374792,7.105536924703158
27,388605.5219163006,1086.4148597360609,10.173192995869345,0.0661543985736377,0.0258961043221098,1.237543367210889,8.934019704889552
28,681067.5968662988,1171.048604057782,7.294367862720219,0.1317018005298673,0.0077868735381436,1.7693228620645336,18.93501776638689
29,937091.193973,1186.5639093972843,17.98290045683838,0.0774357251024633,0.0212540199389805,1.5375922756609592,10.652488097958631
30,697852.499581592,1115.8566620580068,12.125053442441986,0.1237005758273883,0.0223333942581898,1.4781722771287331,12.367969374419868
31,881435.2264662465,1059.8115389700697,5.550160414040341,0.1854992346804642,0.0219656498627272,1.2672636097803096,12.746076843379546
32,203452.41475869168,1199.313378673057,14.433073070915366,0.2795801514977957,0.0133749481980459,1.0290475110292427,5.363206793381379
33,569780.4743644834,836.6070815240424,15.51822282580986,0.2817669260321124,0.024227971855077,0.9632541663322242,12.881931360571103
34,934647.4097516142,849.6884090274491,16.252652103713935,0.1326638284770718,0.0267293588216401,1.661359805969838,8.678859453668952
35,705161.6926785123,1017.1129845446446,7.061921401582166,0.1836270820901168,0.0291072655724484,1.5349223534897751,9.767034412631569
36,835366.5682488193,1162.2540228301596,17.042291301428996,0.2308240586155153,0.0223677230126245,1.0241855657381906,7.900610188197668
37,750753.9555757331,1012.0529799450272,7.068939698797031,0.1091813745948383,0.0287942443426247,1.1179449972880289,15.173847723267256
38,120993.79548728529,697.1588935646619,9.73017006406064,0.0726166560787693,0.0230276169582146,1.161999897550482,13.387667197480354
39,679342.2621907296,494.7407482779648,17.851028112300014,0.2206033844730923,0.0171276791980046,1.464887511912493,11.83097444561458
40,857505.6650949027,851.759090665325,17.373894396119766,0.1220303039807704,0.0213226008739505,1.9960889542261235,19.11162843613212
41,366478.1768669605,671.9171012114089,13.088079861606968,0.1614179639816999,0.0262004958016979,1.8684319898220705,17.964334387918463
42,832585.5472471085,1003.7388347705024,11.439103838644948,0.2790876224223577,0.0199455797697793,1.2330188032833984,19.715054705728253
43,490573.0365866633,830.3576640481102,16.235236246087688,0.1744985266270593,0.0060828969423996,1.006378389149846,8.041257232720966
44,131795.19542363723,1043.820205801875,14.844717936651245,0.0904291576449651,0.0288242061170772,1.0835013141492706,8.358166371016205
45,553023.6181952297,899.556537670872,6.008486771065764,0.063717448562275,0.025397361887508,1.537199748150342,8.436426272601267
46,358807.68607916863,409.8801422705089,16.66254700928109,0.2225251715784928,0.0173589307126122,1.5490294471473107,17.454718119957484
47,101058.474104924,785.7795586383783,15.969356540063588,0.2558366465097579,0.0179997135469049,0.7127881559063737,6.5842261835190685
48,105164.64423589596,587.9251426680959,4.381597522848304,0.1053138596502048,0.0227347027027018,1.7176313981468434,13.886808272944824
49,452862.1176227418,768.9346648797731,16.872195065404608,0.288397641095538,0.0219532563638407,0.8531485981910577,6.7612478779778415
50,777940.3226934075,557.3208023140837,17.247566772667657,0.1062758147440104,0.020734844822862,1.1546836787510788,15.19484876380484
51,677142.3365512828,1066.3425760532737,7.487043095132178,0.2142949921286652,0.028731592903472,1.8184283474549408,6.839040858401671
52,489861.43535774207,417.36594710982246,17.56397870565211,0.1719854438406756,0.0248290681867002,1.735071419986011,6.125182510041647
53,766823.0770573715,1141.7879127560968,12.866978680210064,0.1667214669208154,0.0182961023036882,1.7957226673199131,11.7631699758295
54,738688.3786806943,519.2674467228561,5.025449698587408,0.0616547863294403,0.0217165020417651,1.7267387954198294,5.03110246201092
55,556131.3071626918,483.7570222353418,14.679407796265291,0.2775120039104989,0.0078664033776153,0.7056243308465523,16.562754296426675
56,965309.1371643496,773.9877471962985,14.47593598478046,0.1672509252556043,0.0140060615728492,0.9859330896697226,13.457110817326372
57,426875.5337449704,543.8629089989522,14.50701042417476,0.1402454992493487,0.0075334256179187,1.481107487913176,14.47483480147314
58,374828.0599956445,933.4428854726848,5.384414201313153,0.0873909694139516,0.029188876508727,0.8847507085515725,19.968118074316887
59,138296.83192926607,909.456688534036,16.39800890536144,0.1263826147003391,0.0147754577363418,0.9244601355998456,18.472507678085663
60,200420.2409586468,1179.0687246921352,4.368137671274392,0.0772547073239764,0.0059306379548656,1.1825565535407991,14.894991460048002
61,962254.4840254154,1187.929127616433,12.4984361102507,0.2564972578186285,0.0087949807188691,0.817925035784247,5.86019510824687
62,800736.3197675801,804.3272882178367,15.019361344820709,0.2015415596215593,0.0257449742485675,0.9216194688849928,11.497486743115468
63,848297.7349873869,953.0089179346804,7.943329958856875,0.1773914504524531,0.028123122917844,0.9981244852377722,9.831224554263589
64,892302.3950737875,921.8632305871809,7.248397911434781,0.2755845970515385,0.026111172268867,1.3202802220976395,14.93775705705692
65,634732.5229157392,414.1930418030765,4.079228385240799,0.095208683224441,0.0251159460790219,1.7704361551277978,6.561596472880569
66,654643.6938141043,452.36684284731496,7.358386425176243,0.1161936008396842,0.0088701915042057,1.9057475911388992,16.792879618719248
67,220271.48188213984,960.7179890071968,14.807904465353948,0.2314488185043997,0.008459237698824,0.7684137949622166,9.121829521118512
68,897883.2044155061,656.7149846334207,13.771603625622111,0.1730671276613346,0.0053544338464115,0.7400791005497884,9.167795990172342
69,929541.8539556096,792.3421735914914,15.55252701488291,0.1058937541396962,0.0220910146808672,1.304516565855501,8.153410502194767
70,483291.9911920172,344.132163793092,4.354434591534921,0.2123725643912564,0.0150809350238402,1.0800103327704704,18.06336034942617
71,507957.2630960622,949.8780818657816,9.35921736815724,0.1846587998602435,0.0167956781590739,1.341098935591503,5.447529013410985
72,589629.6621032265,544.1537036628765,14.379662629353012,0.0930967131073044,0.0186389220756298,0.8915382490487581,9.54845239054394
73,795099.3840952697,626.2030980731672,8.700278901068701,0.1367357457162154,0.0064008740156544,0.9316129251748324,11.624806499564537
74,741161.4230458294,937.6402063451116,6.048482531980947,0.0638374191422392,0.0064581558543418,1.2446960205257902,12.83641869316348
75,821863.7244896211,1190.2522928264132,12.42598858808936,0.056773648151732,0.0204067415568425,1.6002603245197726,19.17448006038041
76,716309.2611543242,1184.260230878611,13.73974775751204,0.0584430966198136,0.0206115026479275,1.3586131051864745,6.418984148935776
77,801189.8773256117,1022.0985496342452,15.790008477398027,0.2952630894141312,0.0277684943075381,1.5325217980066768,18.166345320034136
78,839028.2027377015,551.6254139568131,4.935681383495381,0.2040254783066228,0.0101969551116291,1.4805569012078892,11.43846674154014
79,434070.0997567592,728.9749159137518,4.256055391264494,0.1844992942856521,0.0108426616607263,0.7828297906372487,14.920194308831295
80,896768.7969430473,1162.4164581276557,8.809796086906184,0.1813394147886991,0.0118346001525786,1.5203026946083515,17.188773158773955
81,974004.9282875016,917.8104454247556,9.261188817872636,0.198424634443711,0.0101080905812109,0.8542210625153923,14.064465327236425
82,365307.615286048,435.5176570858932,4.457525377708901,0.1675658909577864,0.0081765384377423,1.3455909875002847,6.3959486597084485
83,588228.6520539137,930.6347279727923,6.782237729215222,0.1486347708692279,0.0202549285446826,1.5280165206066818,8.41890449701817
84,302362.95632186165,785.2608340065755,16.36473083135185,0.0644167612876182,0.0253921952837304,1.3043704947686174,18.78808889887597
85,711043.6110071946,735.3079814708502,10.222592309437992,0.2873958857446504,0.0059123481047404,1.5210701230290704,11.852368894150157
86,399400.9423579726,1167.6087076688193,15.708088976250412,0.2115997385467968,0.01748799444022,1.8269835390060432,10.560598543203303
87,449754.56727322895,829.8311765740631,14.068311993821537,0.2152351739132627,0.0154130487237973,1.23124955462145,10.834884973278816
88,722695.2124022166,465.5177561162309,4.782310333343478,0.2261906398925336,0.0283893609187679,1.756028437671208,15.844415866991431
89,455955.6390373263,433.0986270506641,16.204603900652565,0.138364754593581,0.0270366868408976,1.9786416912729168,14.51149238261091
90,445259.3134278249,403.1627357988667,10.49762343511535,0.0710929219925392,0.0262098149654378,1.2434865413514613,11.316852235244053
91,627855.6784191888,561.1324986004475,15.773670650451727,0.1543169022990335,0.0052742610486188,1.143067283528396,5.849853229422129
92,728881.0003759656,457.8169746011712,7.375799989682234,0.2063809912699449,0.0255213716124815,0.8803101618458371,14.566067947738416
93,331411.2093785522,840.5448054020835,8.126899142139884,0.0804743580008036,0.0147253251348512,0.8794729568639107,7.355038595415646
94,205894.9910170797,1096.1462895796185,8.338423703374929,0.1100151089302052,0.0225628918681205,1.889848604073688,5.15084283786764
95,493853.8164263548,847.5185004312659,11.69097092469841,0.1905912711280178,0.0104166565168138,1.6563721352235523,13.637082112724556
96,495120.8698586661,656.4066621899412,4.360946181508711,0.1378003033014942,0.0248185603408636,1.686066326447747,19.16410729787158
97,337841.30997147487,885.7853527208225,16.59204423219298,0.11728444413361,0.0072283567152732,0.963925481418442,7.040482061619287
98,496804.8412642533,468.4270845105759,7.839236370514824,0.0557320453423617,0.01639707658872,1.4038609878909547,16.248812294101207
99,432072.1890615125,431.98543131048007,11.472286324296809,0.2535279942043608,0.0206874915851805,1.3114896372365397,11.58732124384897
100,367612.8109297493,341.38788064273183,6.529925855709797,0.1140751179660163,0.0225669766118038,1.586670920613522,10.460239940718363
101,300931.25978818774,653.486948224195,9.040054633638409,0.2347954300796734,0.0214305899132395,1.2485829888410849,12.317303986517908
102,536047.4419892916,900.652644125792,9.32214333545853,0.2713447305964349,0.007134235056664,1.0148692500283027,10.815912893688616
103,308803.8770054417,700.7918955288058,11.513964393085276,0.1122193540956077,0.0166031896195163,1.5362369005158656,9.936794563903792
104,197575.84036236885,1021.5490131668078,4.170156127334706,0.1137700429835517,0.0098081230699358,1.4445353256279037,19.408875589499825
105,264533.92543099367,667.7552673681228,6.89417231092432,0.2128135774645635,0.0059747848705132,0.7996551616643005,7.8427410372263076
106,727576.4846015526,864.2114744650642,14.593922540563367,0.2255573009591392,0.0275672206038915,1.613138840609282,5.504649784060987
107,848881.3462870497,603.4623944499788,8.847610687761698,0.1774291670380105,0.0169864541880405,1.7393739794788667,10.577293109881138
108,324366.73644650314,1136.8633327876328,11.79432340106148,0.1711626671084455,0.0180582778492898,1.7399483829132243,11.428592018982936
109,825545.2522667001,412.4408807579144,17.273238070599113,0.0660283149424448,0.0103801836041132,1.396985893834668,19.483881508924608
110,390017.622756684,1051.120859513894,8.320965704721694,0.2334563995956357,0.0051626846834623,1.1358376557578145,19.497930708263265
111,532863.4848758392,959.1851138537072,6.900714903405492,0.2631830469316015,0.0171095157456559,1.8169788650046832,13.832774296322892
112,877361.6175598381,966.490418386152,6.226159949087084,0.1705858760682869,0.0066930839303226,1.1627907645488815,17.44230307177454
113,713482.4993097904,802.6749065249317,12.092125220409027,0.1732933439779294,0.0059870373436437,1.316488260948245,14.034153378800612
114,969657.1547711288,766.033923129761,9.63542990893373,0.1012127216346073,0.0158231579640547,1.1859234948732091,13.526522011182236
115,631889.506642613,1147.9069587782933,16.57776707515839,0.1006863261049121,0.0143716934062624,1.7277076334004016,17.147433751855708
116,432406.8212669895,370.2081679502349,11.541907899404343,0.209925791745433,0.019396491314973,1.5204461922136498,10.22140692173583
117,150548.6872022325,932.3317744036784,4.669037132080081,0.2904346448344249,0.028085846126473,1.583245257266355,16.035480095135334
118,656908.3274542238,859.2908631819366,15.480354763563009,0.2875524143961699,0.0278493051093141,1.4422174222247588,14.303431469071446
119,144818.05629406162,787.1099437356281,6.683278768926534,0.145911186497129,0.0173729946178708,1.3865798876384885,9.850878555007892
120,564224.932227066,475.7176431396287,6.319827711166855,0.1148669572912931,0.0088560600279879,0.7866947324489225,18.764256424863923
121,908426.3347143272,491.910846146178,12.13409040736855,0.2165980828146358,0.0274285540420871,1.0504965081578352,6.573005903067628
122,791340.3124725497,811.7707287873388,4.0123507274246,0.1307065605593756,0.0089519130444839,1.6109598199623512,16.87774861489389
123,202379.02686244185,603.8915987376386,11.231966330818114,0.1970477966189224,0.0233780090560365,1.404840805270795,14.249523460113537
124,675714.5247985328,833.7212472346646,13.828883373365764,0.0625172438610299,0.0253115637672362,1.0808615771221537,9.15397165527963
125,748990.7952148835,339.4518561140448,8.122674188313438,0.0687768778015769,0.0095652124814531,1.3906802113312808,13.853947507316011
126,666041.4768454881,386.4101483922215,10.334192808571112,0.1516125631412712,0.0117476785147604,1.91370482774369,11.23395480428728
127,290664.84021353745,711.9330414032377,15.457014961469204,0.2468312012529333,0.0233533434524376,1.7127038756932296,15.555979037904516
128,112960.21122557584,1021.7137908164176,9.213647658074924,0.1174669135743813,0.0210986146170185,1.266317302479665,19.58753477422456
129,776522.2587684345,1013.846359730634,12.104103162412812,0.1647157971343798,0.0176107134943471,1.415596774897821,9.079090505028748
130,471642.54180888494,951.1344047093536,8.13098271461505,0.2481467174866085,0.0085066513329625,1.7872766694934918,18.91667575602676
131,727929.4775393102,1110.2392741865012,8.930548499344708,0.194816107719441,0.0099475167999345,1.787533260837107,10.231144360980892
132,563187.8053427486,859.0579827961914,10.378651950599968,0.2841568280553366,0.0181077641924874,1.1610082286234724,17.277714344887922
133,132548.7163968796,404.5816033330432,7.875679732294023,0.196513645883775,0.0186267484517802,1.7111302839730131,19.281504051977464
134,875382.6697652253,953.9387899401634,9.273326318851533,0.0840774632463959,0.0227897415302328,1.3097353543303214,14.624196843015048
135,774427.5963164633,1154.7823136691472,9.497463956905287,0.1481089927392585,0.0263505861000941,1.2879245399509256,18.217157284008927
136,840769.6126412202,302.8466609025915,15.447119410102916,0.1208850716521919,0.0104435271253543,1.531663070212078,8.400683789588602
137,614087.8191569783,1165.239584828782,17.41504910554658,0.1386687766679284,0.0126840572046413,1.9690834680508864,15.360550903497993
138,383756.1775726084,627.7751056306465,7.966151716438225,0.220827819393869,0.012312839648626,1.065078760675534,17.292834333066374
139,562635.0575996618,471.07251816283775,5.452114039352892,0.0592775466015605,0.0058550165437455,1.4195198915727925,14.403406045480033
140,778440.4143238992,789.1307605008387,11.963055976127094,0.1453601912859029,0.0110694489823141,1.5972230152279632,6.980494876144496
141,895977.6712706139,645.7844472386296,4.502018173654087,0.1644223389203679,0.0150026350624999,0.78582791854528,12.038785991808762
142,589993.5452545492,495.51664306331753,15.112202162687147,0.1127022752974274,0.0278726087006727,1.3852630199840197,10.864089691793849
143,204210.1135401344,723.5172559742899,15.27071275468304,0.1434857285203105,0.0059814189578579,1.554996307069532,11.957553856786156
144,660623.5944910768,596.1992717997193,13.622404837813828,0.1842387972117228,0.0218188043755581,1.6820485975683344,19.21779389592684
145,853265.0678134472,613.2722651250572,14.762348919383992,0.2242550986401552,0.0109413341668323,1.758437893422606,7.494685155604339
146,244788.43603822493,619.3792312398567,10.934439160555671,0.2317214101113482,0.012355447959876,1.3795505395781875,13.706436625159004
147,654842.4681814451,737.34310377301,17.840009822789785,0.0599468476124858,0.0152726896225004,1.7681332566301444,12.07654376765914
148,293168.7949849529,885.54352044361,12.418173130194894,0.1074025181327493,0.0159883941643929,1.377777713006458,11.734987104522071
149,513504.7622068288,641.1380218850086,12.84877322375752,0.2186232101920004,0.0191272581833584,1.906359654629908,17.139493964388453
150,950707.6461110852,1129.3472970670068,11.191356370852132,0.2629870520546931,0.0085487623339619,1.3713569263773384,13.126092519219052
151,963065.104758412,867.4886871206159,5.668189021668928,0.2124168875480947,0.023092003017492,1.7442989630343797,11.323685472695212
152,889535.5860897449,378.25784745232914,6.054250172684453,0.1734307956413681,0.0225345108299739,1.4975732377004862,5.834544968914376
153,169791.40527993877,377.4768397581013,17.684075327223535,0.1751325708659202,0.0110889468076542,0.9174072552188716,13.47033323192741
154,919756.7612941175,402.27899388452687,16.997634354780114,0.158347611624506,0.0148249343556408,1.3128628049949325,18.270411912499288
155,454003.45080293406,1087.8015488954047,8.028647829106557,0.1144433254054152,0.0276417407919383,1.0854412329556336,11.93055078349527
156,587056.7750093936,550.430489062857,9.881963931858486,0.2561279931269306,0.0291652915833811,1.9627913062994256,6.599113886077409
157,251662.35754855143,637.4521823959905,9.293581988080737,0.0851797789143748,0.0239435391840571,1.268925251298076,9.835127249471672
158,641054.4967981881,896.6951727280427,4.344131508284899,0.1185267093384145,0.0255938239256396,1.9352507569209167,8.94873503883347
159,567632.9720113989,1122.1536060364288,17.26527056573265,0.1356890719387857,0.0280935420131485,1.4408652986205983,13.768095874615476
160,748096.6841406722,1046.2821209897231,12.381075570005244,0.123966631342389,0.0169922079198305,0.874191157151266,19.759003338699284
161,108657.151613853,734.1588645410678,5.8757653969548045,0.2563383627413644,0.0055422599766161,1.1576005214433696,6.28241881383008
162,280056.01102942706,1027.294881287452,15.223057436812638,0.226494756933915,0.0105146429439045,1.7376679115271805,19.678007018441207
163,343436.61123228166,327.2875123468583,13.576519175235424,0.1166887720326491,0.0275980453002557,1.386684732287964,12.06885667157756
164,658653.6134564972,1012.962394447544,13.06702132187234,0.1976159518639271,0.0154723754054686,1.492764816135578,12.04732308982352
165,758700.5967336538,989.6364863264972,14.820330168355088,0.293845448196279,0.0271939990430685,1.172542946389192,7.530507342771352
166,804805.9505038852,1029.4431426754131,7.4426265432736445,0.2197555850812505,0.0122945861918048,1.3113270702943782,7.644040479415187
167,126778.74755930313,802.977763095753,13.357928599831954,0.117857673136372,0.0093270603583523,1.6272133392984125,8.408718105795684
168,651051.2111422679,1099.9014769335845,10.645879958125686,0.1556552575156803,0.005021836098847,1.4344739261734856,17.200513219398132
169,230362.15766018312,461.293999045518,14.102491409996835,0.2397505481564576,0.0260606761556933,0.8922142699242289,13.946624029015972
170,239709.13932199925,626.5045746367491,16.512527239668508,0.1570541953450211,0.0277457021880156,1.315119724687322,16.455961359102687
171,718796.7987742582,355.70312065701745,11.976018306678691,0.2076669282688369,0.016348586422877,1.9321187568434064,13.939645851901924
172,868833.0681533089,1165.6057626660709,11.390912198276975,0.1726877745536019,0.0223485394844229,1.821365824830244,6.105027135220372
173,136102.98024494172,781.5293655796422,8.855711352217249,0.0609681555137752,0.006208882608971,1.7206763489394177,14.850728371181814
174,308202.55172073084,1149.930045762159,17.16765289539817,0.1475594546950999,0.0133583406303836,1.0170971346978364,14.321275867385369
175,261136.1746256524,796.8563962216496,12.682945394605976,0.2207544588714445,0.0132910466303847,0.7926271268073415,17.691452496158217
176,941274.3929449829,1045.1860027718787,11.644787534233016,0.1653794507947615,0.0258836094544827,1.1501949841432049,7.014177325690998
177,597389.6973816735,521.4155130858086,10.39127695540818,0.0691565224175427,0.0098807477833752,1.755098109538049,15.64831409385994
178,361628.2560555184,1039.2342321994556,15.872354168637411,0.1953614460423772,0.0223063279195077,0.9056426089673398,15.539760799180012
179,311388.2467761083,1037.225675733038,16.432034373245635,0.243126903524525,0.009800051055147,1.1762139889325791,7.725055462422566
180,337079.70029979834,712.8210827030714,8.772821874584444,0.1155994921175406,0.0138489963321971,1.293633228333737,9.474196086530275
181,770412.5696227627,1173.220433171991,6.202360736243193,0.1928899537962018,0.0184253504085572,0.9504217330489384,12.624020410886816
182,937545.2736052136,910.2313351368664,7.711162776894762,0.0834514141622584,0.0233082639276545,1.855010110022928,14.021842148574452
183,576513.5360347913,463.31696667864736,10.85184654074344,0.0950015218973084,0.0049777565395631,1.5441301663890727,12.840294592513011
184,114263.73864249307,370.5429105977967,7.117078573009566,0.167425968359747,0.0063334061017795,1.7557438611347116,7.003228765119612
185,125571.55889197388,437.78249261414845,7.4057457135874385,0.1473383236841895,0.0121339028381722,1.3965593629156412,7.807340277629698
186,126483.51293580752,1154.392970034292,13.302104608660494,0.188075672173177,0.0151571638624892,0.7020387411261478,7.735982984605807
187,400690.21386451815,1083.3159784717373,4.848475275881871,0.0702400919711056,0.009692814425493,0.9950246651820802,8.062442793605372
188,240964.3151096788,880.5314733324329,10.711417457362169,0.1669022376959876,0.0050425858732268,0.7294821948235343,18.797582386234005
189,730783.3736866163,1196.0452090172869,13.237386865296951,0.1617024452088677,0.0124653080283655,1.7334627006007728,9.816592753129074
190,725696.3389816878,670.4010825177816,6.810540533822534,0.2139700386751436,0.016169889823172,1.4879602105580765,11.284565471502216
191,321436.09067723405,671.3967698087824,8.683774187489158,0.0941701445305423,0.0287150905767719,1.643594749913302,5.616376849598481
192,419082.25531230005,450.1183254996116,11.38922668016658,0.1960241549047789,0.0206055415872195,1.876254723548824,6.69708450398127
193,348198.6708266117,1147.2620672211488,15.4051559215049,0.1290977729733284,0.0256460712858088,0.8110885790331447,16.168671710532006
194,202158.2661433356,992.9933702784468,14.892708938695582,0.1033355098682974,0.0150539097064949,1.3108241610880171,15.70296016758723
195,350704.8586360485,552.6547048404283,4.2128942731528936,0.203937851498085,0.0176639524398519,1.292148844507261,8.132977259163784
196,549063.5165781388,1052.2576170016007,14.98642432576592,0.2720133356202964,0.0118210266864584,1.7851956991075546,19.23084302155604
197,400218.8950585073,620.4717133887285,10.26235600771408,0.2515861115226704,0.0253485321729323,1.7259992897072676,12.602789028303576
198,903289.25270107,906.0229351591412,5.171397231982193,0.1211701241071661,0.0057383617227196,0.9146278252916016,7.975389863476802
199,100095.22294482328,941.2951451907012,13.691571628654051,0.2192899781126849,0.0243372410649485,1.0216228258580924,6.909793950378279
200,168386.67941035138,766.1524880650494,11.05972681283462,0.265236481539097,0.0222371612707377,1.560822882853849,12.964536353390011
201,380456.7301769577,547.5718487628856,17.603554937953817,0.1742369889113666,0.0269932417858234,0.7277491122014259,8.611496196276857
202,530869.4982184563,1048.6281959966632,11.92929770014901,0.1416753708534673,0.01798004788684,1.0248925787160463,6.458863086612819
203,372402.1930678208,1007.252719615898,4.872871242009269,0.2913252879252911,0.0082885204823321,1.6040323516636512,6.042295259189555
204,977146.3325451292,429.33644401509554,4.823966591003265,0.2961364623335121,0.0107749717292405,1.0090145079831414,7.940104698421226
205,907555.3088283704,916.285783731418,14.25919753150966,0.1142243370613607,0.0065570178453061,1.7291347697002877,12.180629417813188
206,580971.5009468596,344.373121922443,15.9374914813561,0.2027107241212295,0.0134338953877731,1.362780291404527,6.954836691045848
207,196881.0380778467,448.30356560579446,8.55498362760215,0.2182177048665006,0.0132661416029775,1.57377028350048,6.709983496515826
208,481131.4193568183,783.7863575016618,5.6088034701402565,0.2935020109129717,0.0149343629569215,1.6989581796730229,12.850865586624296
209,533334.6088356653,942.9403307209128,12.436514721130642,0.2052037226720534,0.0086404964502363,0.7285240313766637,7.666152123020135
210,710605.7136572492,993.7979856668488,6.798652618122601,0.2839520740953941,0.0122870950549154,0.9526584930268068,10.570733429052687
211,108901.13215605349,482.05037514206856,12.255806781823352,0.2039274374962782,0.0193547525645722,0.7079348744569668,13.788042444310692
212,482589.8710792296,605.0397334749405,9.747195539193202,0.1899098126649624,0.0240528163856358,1.928936125343767,12.588295658122732
213,281511.62961357925,510.4351260058463,12.720767400955028,0.2967801832000464,0.0197255650330864,1.5337270794274347,19.310586269479977
214,471155.9485454704,319.46800097510686,5.4031239464559135,0.1493047513217107,0.0177593209515493,1.320734424608783,12.491321566224476
215,414447.51200675697,664.2970773569542,17.785581180019637,0.2784186818488965,0.0136409941047322,1.7117946044151124,15.13236944800784
216,366022.23171046405,458.0202758036326,7.308932538108192,0.0850084763630729,0.0206196616265003,1.8644320907737235,18.664478290050216
217,107547.29671112027,961.704406079114,4.042215257113055,0.1662895459117691,0.023861383868099,1.1971942573639036,6.271547386095653
218,825364.656656449,840.9335567548518,8.921990725827431,0.226734497795257,0.0177938390270838,1.1567138748099637,18.9897361611208
219,994797.8145198028,1133.131554410564,15.12637523403584,0.2825239188806897,0.028224960846281,1.821748977164192,12.888996819862244
220,626794.2621998502,326.1283190997416,6.905534050137495,0.1955872181722653,0.0155276566100542,1.0594755355832464,9.468220019002992
221,806858.1747701366,786.8371729580208,5.257990405411547,0.1481442038538744,0.0077507764821758,1.1025380590214071,9.367624627197763
222,130643.19024952767,724.8056809029617,15.154759850071292,0.1869940752264452,0.0052441327190628,1.3018555434068435,15.74443852558528
223,684333.213785632,646.3749854932913,13.241717743075936,0.2716256219420965,0.0111255916017889,0.8278931425201002,10.189682655835105
224,228856.5891778053,326.5985584515417,17.139552634250137,0.0762595303156374,0.0218921999565376,0.744915702049234,7.409503986843478
225,673631.5208060505,735.8199581057778,5.811797555972475,0.1627310147999529,0.0222025879857122,1.8649600103358053,19.386980134061197
226,752588.4204144542,744.9939756404129,5.072629230627288,0.2413478710742918,0.0133012240285927,1.3343350043338027,19.36059526883392
227,529192.9037784401,493.18598824100457,17.770717851538556,0.054949561049782,0.0214581099977495,0.85337616055995,13.21588494307708
228,260973.55274409024,847.9144195167929,10.9987289866938,0.2551408705244177,0.023637916398664,1.4296193474817902,6.021229725420802
229,858931.4678738243,351.4990863863165,10.883241249887435,0.2936384044623864,0.0274165311645728,1.1103540966313634,11.78640166616619
